,ABCF1,ALAS1,ANLN,ARL6IP1,ATF2,BCL6,BIRC5,BMP1,BTBD3,BUB1,C15orf23,C1QB,C1R,C1S,C1orf63,C3AR1,C4A,C5,C6,CASP3,CASP8AP2,CCL11,CCL13,CCL16,CCL19,CCL22,CCL24,CCL8,CCNA2,CCNB2,CCNE1,CCNF,CCR1,CCR3,CCR7,CD40,CD40LG,CD55,CDC20,CDC25B,CDC42,CDC6,CDCA2,CDCA3,CDCA5,CDCA7,CDCA8,CDKN1B,CDKN3,CEBPB,CENPF,CENPQ,CEP55,CFB,CFD,CFL1,CHAF1B,CKAP2L,CKAP5,CKS2,CLTC,CREB1,CRP,CSF1,CSF2,CXCL1,CXCL2,CXCL5,CXCL6,CXCL9,CXCR1,CXCR2,CXCR4,DAXX,DDIT3,DDX11,DDX58,DEPDC1,DEPDC1B,DLGAP5,DMXL2,E2F1,E2F2,EEF1G,ERBB2,ESCO2,EZH2,FAM111B,FAM189B,FAM72B,FAM83D,FAM84B,FANCD2,FOS,FZR1,G2E3,G6PD,GAPDH,GMNN,GNAQ,GNAS,GOLGA8B,GPR37,GRPEL1,GUSB,H2AFX,HDAC4,HIF1A,HIST1H2AC,HIST2H2BE,HIST2H4A,HJURP,HLA-DRA,HMGN1,HPRT1,HRAS,HSPB1,HSPB2,IFNA1,IFNB1,IFNG,IL11,IL12B,IL13,IL18,IL18RAP,IL1B,IL1RAP,IL2,IL22,IL23A,IL6R,IL7,INSIG2,IQGAP3,ITGA1,ITGB2,JUN,KEAP1,KIF23,KIFC1,KPNA2,LAMC1,LBR,LIMK1,LIPH,LTA,LTB,LY96,MAFF,MAFG,MAP2K1,MAP2K4,MAP2K6,MAP3K1,MAP3K5,MAP3K7,MAP3K9,MAPK1,MAPK14,MAPK3,MAPK8,MAPKAPK2,MAPKAPK5,MAX,MBL2,MBOAT1,MCM4,MCM5,MEF2A,MEF2BNB-MEF2B,MEF2C,MEF2D,MIS18BP1,MKI67,MKNK1,MSH5,MSL1,MYC,MYD88,NCAPH,NEIL3,NFATC3,NFE2L2,NFKB1,NOX1,NR3C1,NUF2,NUSAP1,OAZ1,ORC1,PCF11,PCNA,PDGFA,PGK1,PIF1,PLA2G4A,PLAT,PLCB1,POLQ,POLR1B,POLR2A,PPIA,PRKCA,PRR11,PSRC1,PTK2,PTTG1,RAC1,RAD21,RAF1,RAPGEF2,RFC4,RHNO1,RHOA,RIPK1,RIPK2,ROCK2,RPL19,RPS6KA5,SAPCD2,SERPING1,SLBP,SLC17A2,SMTN,SREK1,STAT1,TBP,TFRC,TGFB1,TGFB3,TGFBR1,TLR1,TLR3,TLR4,TNF,TOLLIP,TOP2A,TPX2,TRAF2,TTC38,TTK,TUBB,UBE2C,UNG,USP1,VANGL1,VCAM1,VPS25,WDR76,ZC3HC1,ZNF367,ZRANB2
1 PC3AA,12.4557556741,11.2774920872,9.0555451477,11.9003099944,10.0957118914,13.0610998525,8.479780264,12.7152345209,12.0202807064,2.1437232091,10.2213244728,5.8073549221,12.2012353615,7.3963479526,12.1870810284,3.9068905956,8.7619694504,13.0885595075,3.7004397181,3.4506860246,3.890121984,4.6438561898,5.487427139,4.4594316186,4.4010675371,4.2190687971,7.7963470231,4.7004397181,3.0537440846,4.5558121891,10.7336209514,10.4099007457,3.4893087532,4.9541963104,4.2479275134,3.5697114209,4.1699250014,6.145338107,8.4681152771,6.1403099244,7.6863214696,4.220986746,2.9971730392,3.6745349699,3.4726920837,12.7315513023,7.824033298,8.2907155044,12.0900147846,5.653911553,4.4935294763,3.6226488004,2.5849625007,3.0,7.7752256683,16.3510874623,9.1349292668,4.5235619561,9.1436819807,10.4598986077,13.1629241468,11.0598044588,3.8073549221,4.2479275134,3.8073549221,3.5849625007,3.7004397181,3.5849625007,4.7548875022,3.4594316186,4.7548875022,4.0,3.9068905956,10.9792823645,10.4608953789,10.3492811148,10.8604179857,2.9008920421,5.6464020593,4.2781063487,8.2006001461,3.5345792914,4.8579809951,15.9040888388,8.7343155333,2.3190579452,12.6300638213,2.1062128272,12.1230408375,6.4434281531,3.4594316186,12.5003839546,8.5536882682,15.4157608046,10.712581671,6.1433349206,14.6125484206,6.2583930536,3.2532453094,3.8073549221,16.7706209005,3.1699250014,9.878796945,6.3788165656,8.9395386293,6.6663103353,10.0488980733,16.2024517387,6.745586,10.6774959027,11.1316238157,4.7130788366,3.9829611198,16.1594248816,14.4084197212,10.395894152,10.3664280757,4.3219280949,8.8661343083,4.2479275134,4.5279399869,2.9244808571,4.0,4.0,6.79053794,4.5235619561,4.0,10.7052093385,4.0,4.2479275134,3.7004397181,10.3985931283,9.4149802846,11.9053503642,6.0350584157,12.1858428247,2.8073549221,3.2859064213,12.8446646238,7.9112199497,8.2271373375,12.3829739702,13.8638745116,11.8850494884,8.3060318211,2.8060821441,5.8073549221,3.5849625007,3.8073549221,9.2878299168,11.3832120661,12.6715891566,11.9577943514,7.4370384701,3.4594316186,10.0930432773,7.0552790287,11.9937551361,12.9617795326,10.298823886,8.8571995318,11.6303949768,12.2165165548,14.1314388365,10.3585380451,3.8073549221,3.8073549221,7.8168053493,4.2520275821,14.2300336304,7.2231989293,11.3494733747,10.7236145347,5.3208971431,4.3923174228,10.4402722502,7.0734771367,12.4237656974,12.5710527223,12.9288059178,4.8691566805,4.2055836932,4.8073549221,10.9947656029,14.4773949813,5.7308932484,13.205942329,4.5723529486,8.7347086005,14.5960715501,5.1630912327,10.4526278231,11.024425183,4.1965554674,16.3145248205,10.0385245507,4.0,17.6635396349,8.6107960665,4.3934563465,8.887990495,14.6893670249,11.2498366784,10.310939165,7.835752828,3.7004397181,15.557933061,3.9046466419,15.2581077691,12.687969374,11.6154018759,12.5891283492,2.5849625007,10.3952517541,16.1228885552,9.1753750279,13.6994669075,15.0216100792,19.1118981446,10.4621232881,4.0888967688,3.8169515805,7.0417307498,3.5849625007,8.8781230217,11.7097388113,6.2763118042,8.4828103598,14.536122249,10.9361084548,3.9620612048,12.5163208201,7.2487716195,3.2718342845,3.8073549221,4.4594316186,9.1214633786,3.6845045936,8.5987804644,9.7791382337,10.2958333737,3.8073549221,16.3958819629,3.4086569229,12.7458827582,13.8454616971,12.3750264139,3.4299025158,8.2305799189,4.1108061765,8.4730119434,2.6995161135,7.8539246609
1 PC3AD,12.8563523106,9.562649304,10.2473059503,10.7191402358,3.2199685119,11.4173044731,13.9321701486,10.5573548611,11.3161537253,4.2334061956,10.1694762715,3.9068905956,10.664354818,6.9295668782,12.3093203392,7.8479977479,5.0443941194,8.656902555,4.2479275134,9.8358457045,6.1295553023,5.0443941194,5.5943423429,4.7004397181,3.9536085601,3.6341062963,4.7548875022,4.5849625007,4.1532797581,11.0250538909,3.8073549221,3.8351203835,4.1673806583,4.7004397181,3.8073549221,8.0063103858,3.0,4.145338107,12.0868265692,10.0048219178,10.4029466155,9.5014409298,2.511746212,4.3374999826,9.7317185889,12.795042525,4.7315707847,5.8275414841,14.5573582234,4.1078049179,11.8363192913,11.4542909198,7.2805607335,3.7004397181,8.3988094631,17.152271412,8.8117306346,4.0,4.6862894188,10.2318272247,13.211585383,7.1509818976,4.3219280949,3.9068905956,4.2479275134,4.0874628413,4.3923174228,3.0,9.3721382545,4.5235619561,5.3923174228,4.1699250014,4.8579809951,10.7789565495,9.6390259254,10.0846119269,6.6147098441,4.3603236607,5.1609752321,8.1149756757,5.2896740373,10.494698141,4.6438561898,15.3569714877,4.5878989363,2.6409860401,11.3436448097,3.5656444459,11.9176711736,7.0976533163,2.8073549221,12.0081579463,10.7112295451,13.8042949399,11.5328756488,7.9133588034,14.8811552056,10.2678180664,8.812452194,4.7548875022,15.7737184756,3.3219280949,8.7922276901,8.9768352192,6.1846511271,10.7576506468,9.8934265823,16.4330727707,8.0993602039,11.703641871,12.8491075348,4.1281163359,4.8309580264,15.9701265328,15.110257706,9.1299569383,13.5024793904,4.4594316186,8.6658356578,4.9068905956,3.2800124734,7.6318887507,4.3219280949,4.0,3.8424756023,3.5849625007,4.3219280949,4.5235619561,4.5235619561,4.9541963104,4.5849625007,5.7279204546,4.0874628413,6.5879897348,10.7436135454,10.3581171552,3.3219280949,7.0047073301,11.5781178728,5.1088280141,3.6660306279,13.168454127,11.8784703494,11.9266839771,9.672317142,3.0284745654,6.2094533656,3.7004397181,3.9068905956,9.8369153812,9.2643884974,12.0572709864,7.4096287571,10.1651876515,4.5235619561,4.0874628413,8.5074863206,11.4779104929,10.7860573475,9.8793946176,12.8495619779,5.0759936752,11.1108384769,12.2096239168,11.6160129256,4.8073549221,7.1189410727,10.1974246355,11.829643049,11.985503693,5.9772799235,12.3966397457,11.297530312,5.173952085,10.7879914365,9.5219869,4.3219280949,10.4808891566,13.6711186522,12.6367110027,5.9601944198,4.0800528111,12.8152757948,12.0854249161,11.8949733959,5.7053581563,10.7255294731,3.3707190874,10.4997977956,15.2325654229,11.4433848295,9.2363485255,12.8173511359,4.3485585608,16.2898925204,4.1536426847,4.5235619561,13.0753749738,4.7824057456,5.5003715504,9.6937712815,13.8916148548,10.5778084995,9.9264813405,13.4102975901,3.8073549221,14.5151994998,13.5827501578,15.3866674493,12.9557880381,11.8628394267,4.7004397181,9.654753219,10.6950973509,16.3174481324,4.0836407459,11.3712832145,15.4840367307,18.557837203,11.1333739274,10.8610896041,2.9424824625,7.9037005989,3.8073549221,9.6079758897,11.6845633317,8.1913302807,8.179167618,15.5570686832,11.3048388581,5.650498114,10.244449051,4.3923174228,4.7864074573,3.9068905956,3.4594316186,7.9746219903,6.2551345794,10.4543905551,7.3989955248,9.2958333737,4.3219280949,18.3416180798,4.1980571271,14.3281990824,13.6215541511,9.9058823656,3.8893341345,8.6411167651,10.1263408486,7.2466462476,8.5556155519,9.571180631
1 PC3AE,13.1785739047,11.9429691937,8.3295387655,9.7592176751,4.9204082301,12.7257921613,8.3219280949,11.6787906651,10.839592925,4.9989409419,10.2446976238,3.9068905956,8.5004195007,9.3364764966,11.0592767719,4.4594316186,7.9573948241,11.617918891,4.0874628413,8.8489612043,4.5793582198,5.0874628413,5.487427139,4.6438561898,4.3015318635,4.2190687971,4.8579809951,4.2479275134,4.7058207812,5.1407746898,10.679428851,9.574959992,4.4153081717,4.5235619561,3.4594316186,7.1375549191,4.2479275134,6.9818393747,11.790043372,10.5326273472,10.22347946,12.5338967324,8.1985479942,2.6745349699,8.9816175925,12.720486693,3.2290704442,6.9743828725,12.5889874317,7.6310715766,8.4248930455,9.252832772,6.5801210153,3.3219280949,8.4042433491,16.6713781737,9.0779392882,4.5235619561,7.7811119013,9.8052670822,13.1026106569,8.9173693007,4.3923174228,3.9068905956,4.0,4.0874628413,4.2479275134,2.0,9.1018358482,3.7004397181,5.6147098441,3.5849625007,4.3219280949,11.2718035348,6.9925490354,11.5731898912,11.1414581796,4.3603236607,9.5249315869,4.2781063487,8.9910460301,7.8882482956,4.9541963104,15.9135669257,9.2694175195,2.9040204459,11.2926458605,2.4281409221,12.9489253973,6.0045439119,5.4594316186,13.0283670303,9.6734275124,13.6367239619,10.7190657046,6.7752949009,14.7257100682,9.3308393343,6.5451304298,4.4594316186,15.582067636,4.3219280949,10.1809247972,9.797129197,10.6204701885,10.3541224451,9.5147571063,16.2479389349,6.7222477772,9.6138452006,12.427773275,4.7130788366,4.7765102424,15.9374342692,13.148421469,8.4939791517,11.2263840903,4.1699250014,9.8464773489,4.1699250014,4.2800124734,3.5094433578,4.3219280949,4.3219280949,2.5205475074,3.0,14.3348849839,5.672425342,4.0,4.3923174228,3.5849625007,9.3554896263,8.7565967144,12.3490059421,3.7004397181,12.5502097939,2.8073549221,8.2306488185,12.5977645002,6.8296900642,8.4521362547,12.7928137712,12.2643985491,11.4046503259,10.7934139615,7.5353055304,5.5545888517,3.7004397181,4.1699250014,9.0696497468,11.993438424,12.5203455763,11.2984388981,9.7559325049,4.3923174228,8.5672313787,8.073657558,12.4294029151,12.963993576,9.9227220493,11.385805236,9.119929426,11.6919486521,12.7319051847,10.8215970592,3.7004397181,4.5235619561,9.5537709434,10.2128012479,12.8853922082,5.3575520046,13.2523268438,10.8990313397,7.9647533329,4.5849625007,10.8254573108,9.8111043658,10.0408948383,12.7478998867,12.3832580982,4.717153587,4.5275117881,12.5907268783,11.5585384818,12.4047513852,5.8521995446,13.0147737582,4.1362538337,3.6577159384,15.2720348547,8.8121667378,8.1961422031,12.4190705993,10.5740350055,16.2628117009,9.7125382393,4.5849625007,16.0269131044,4.8412994346,4.152448247,9.2766322596,14.3425072367,12.094673153,10.5590618615,10.1695306408,5.2479275134,14.9666292339,11.186263641,15.5485223698,12.9267742001,12.2240585251,10.6187678396,10.3202377347,10.1146312908,16.4721765905,10.7835449197,13.7947204243,15.527036433,18.5268983614,9.1936344522,9.2380389609,3.1648748839,9.1892513731,3.9068905956,9.6455115364,11.9089911225,9.8366122507,8.1608822649,15.6125273693,11.9733001535,9.2682505498,11.2543872881,4.9068905956,3.923910981,3.8073549221,4.3923174228,11.1591038101,6.4538916654,9.6713490903,6.2184232792,11.3211127822,7.8671973721,17.2935642615,8.1592491071,14.0900053883,12.5423721076,9.0380975609,4.130342234,8.7099122731,7.5026459534,9.8241625639,2.4364817076,3.3219280949
1 PC3BD,12.5604375531,10.5347896171,6.672425342,11.8931669029,9.595616292,11.3726741924,4.431659284,10.2929494818,10.6072660314,4.1271713888,9.9450222636,4.9436294121,12.5565115375,8.4629429743,11.2712133479,5.0582716837,6.1607240225,4.5235619561,5.149932563,10.4496165328,7.8935968569,5.7556447918,6.0461379247,4.7207030678,4.8575881393,3.7485686407,5.7076869,5.3423070172,4.7647871194,4.4069725508,3.7258683924,9.0499727928,4.9106558078,4.8393481262,4.1627582277,8.735362248,5.6021016246,4.6130956005,5.4383482083,3.8275374323,10.5170747526,11.1478960066,3.3219280949,3.2923292678,3.3511137605,10.2829701372,8.7982712123,6.5960941095,12.5070987476,6.4867992087,9.2243736715,10.7659586302,4.3721341215,4.2958677615,3.6557251136,17.6055592067,2.7515283005,4.400783852,8.0568859617,9.8271499396,12.7802161302,10.1230871655,4.3787361767,4.6193383518,5.3861452139,5.1196286658,4.89762196,3.5194759041,8.7170004566,4.2451420925,5.6381577794,5.2595995459,4.7503289431,12.1568705314,12.0289658816,11.0957157064,11.5326033546,5.0366003295,9.7922405935,5.0160622164,7.1715183892,4.2176600116,5.5031161497,16.2358731612,7.8365879172,3.1534076068,11.6576730988,3.0075711208,12.6162999458,2.8828534191,7.0334223696,12.7202544355,8.0077379444,11.941573117,4.6145844299,5.5460691319,15.19968633,10.695872657,7.9085317321,10.2513471426,15.8487682443,2.906698724,10.5257755019,9.2583506438,8.6164112342,10.9100423087,11.7101704995,17.7582455811,8.3084635617,10.8145460594,12.6932650655,4.4176711968,5.2094533656,15.7216562373,14.8100386683,8.5369508598,12.6250261001,4.3382738794,8.9575689853,5.4954561321,4.8108185425,5.8432490619,6.8613492088,4.7928542882,7.1321385538,3.2729712944,15.7174379963,9.1355008551,5.2479303205,5.1347760309,4.8163157191,11.1305401856,4.8968533384,11.7152951791,4.6610234723,9.2035727959,3.2283421282,5.3049557708,11.565988089,7.0115051055,4.9390378467,14.6660011551,13.2100606204,10.0739880502,9.6517374274,4.3063139556,6.8803051063,4.8454393273,3.8092445753,10.4745269732,12.0355737542,12.0989723639,11.9877615838,9.8659542115,4.9353997806,4.0306806646,9.7378531658,11.7939669238,13.0746468062,11.2720922874,10.5629182458,11.0063874394,10.0832140046,12.4203149276,10.9655717825,4.4064119119,6.3726312191,8.9258489097,10.1741122546,9.6469011391,7.6722623518,14.0933377062,11.0714220496,4.8149801255,4.2242296435,11.2133064714,10.7412839077,10.5740719625,13.1105859139,12.294194005,3.7865515163,4.8298762077,6.8415980732,13.5374271143,13.8464421753,5.1014713704,12.1005884208,4.3219280949,3.0,14.6501652625,5.6803291289,10.7143177069,13.6241976536,5.1533202441,16.9460921247,8.6422410389,5.1466554204,14.5026577872,5.2366977075,5.5600755269,8.9626386447,15.1312169107,12.2487609269,11.2934089105,9.8902014222,9.2108890547,15.6743119708,9.7804494182,15.5671966386,13.6022683587,11.8895612734,9.4396077469,9.8121405991,9.9899318241,15.9199164075,10.7401262318,14.0053525963,13.1737257687,18.7119428623,7.4156833641,8.3262473652,3.7936127117,8.702856808,4.1091683145,11.8193525953,12.846285331,9.1994478961,9.4294666835,16.1089774486,10.4350899843,5.0367396894,8.0095264034,5.3474715523,5.0998440255,4.2287907706,5.0594375816,11.1496556333,4.6268408352,10.6268215576,7.0540942874,4.2926034536,3.4339228183,17.6214012574,4.0,14.0339004599,14.7864602801,12.5271745861,3.8573456741,9.0206838442,3.922616967,9.3558082998,3.8073549221,4.5935238376
1 PC3BE,12.7027486507,10.7580778442,8.4358180626,2.6034103801,9.2111445424,3.6428655957,1.8466967832,5.672425342,2.8152026616,2.1997418069,10.2173491409,1.5513119893,4.3149800136,3.2362631946,11.9839894765,10.068607504,10.3038564509,3.1699250014,3.3656612541,1.0803811008,2.940137423,4.2962131731,4.3680660196,3.3987749729,3.1795162342,2.3335311414,8.6830707655,4.0792726114,3.999252373,2.82201005,1.555943391,2.6637082852,3.6882633864,2.3799165076,5.0372273456,2.3219280949,2.0171391239,3.0281330998,4.9908892313,2.5645030265,6.5156774691,2.7859478436,1.5849625007,2.4849743457,3.3511137605,3.0684403636,2.3667528376,1.3857841771,3.2906226484,1.117157973,3.0284743887,3.5849625007,1.7871716207,1.8808302623,1.1962934949,16.2102988514,1.7515283005,2.8158213512,9.106354638,3.0,10.1739784784,3.0171601873,3.3787361767,3.4494133504,4.2055729683,3.3122737437,2.8101591188,1.1975478092,4.0810885616,2.6601795918,3.486154686,2.6273313304,2.5024014297,10.1351754603,3.4594316186,1.0176314177,2.98708589,3.0366003295,3.8225015098,3.1415930985,8.7326512738,9.9113273852,3.3331911483,14.3040552988,9.2667689027,0.8314795119,3.3219280949,2.2002161988,11.726709453,1.8828534191,6.2121282566,11.2643861692,1.4239171965,11.5366897171,10.2673436396,4.1455312023,11.8789335468,7.5791204107,2.5849625007,9.2156055531,13.464104394,2.906698724,2.5062445059,8.8694259849,10.1415404855,9.9569778494,3.1535245398,14.4271739866,2.3219280949,3.344825928,2.3219280949,3.9322443696,4.5235619561,14.1991306663,14.124117138,6.2150227649,7.3271148863,3.5309189573,2.7584634624,3.6881012101,3.5628910291,9.7045427911,3.0240285183,3.6408511947,3.1395961243,2.7875444673,12.1035112906,10.5728155715,2.7243683644,3.2982747632,2.5683882056,10.8824061648,2.6489258249,9.2872860492,2.7865543543,10.6372639785,2.742915301,1.7606352545,3.2957707562,2.6930068863,2.6171097518,6.5999128422,12.4308043602,10.8575865031,3.7582002014,2.9278023324,4.8803051063,6.781723206,2.3498129567,0.4902249017,8.9474945961,10.9692679376,10.4819799036,2.8981950159,3.3504372799,2.2233257426,8.2960552978,6.4353485612,2.4079512571,4.0195897886,10.9594537535,4.2203102999,3.5249688041,11.7003692134,9.0550191649,2.4995213163,3.8580580463,8.0444934062,2.5877125284,2.3765198737,4.5099897531,10.6581661524,10.2378014728,9.5009111108,3.5461577384,8.6298812058,2.4801343554,2.3434797385,12.4767268665,11.5753030026,3.2015890156,3.7143989903,2.3658646423,11.8947694543,3.8105937194,5.8119647532,12.6342321443,2.8073549221,1.0,11.7728424701,2.8729742068,4.7398262499,2.9906548748,3.6793890558,15.0190684905,2.7628104112,2.898727907,16.4446528897,3.7627665192,4.0455023541,7.6023824312,12.3766603019,3.9171034548,10.6579469278,2.0951123134,3.9282387845,12.8649011308,1.0,12.006371666,10.7570822021,11.2704294615,3.7180335635,9.8350410012,3.4897380712,13.1637054035,2.9701332575,3.9919339968,14.7777604219,17.3184463447,5.7311851898,3.3700234318,2.3785752124,6.6804889949,2.993691097,10.6590358488,11.1306714636,2.5849625007,9.5137915877,14.8323436826,4.4594316186,3.6217021902,12.8784491488,2.1380181867,3.9071989476,2.8502791474,3.600005963,10.7806243051,3.3049127403,1.9236111873,2.1901943909,2.8331718349,2.2639978169,15.7235744126,1.0,1.116473727,1.1341471474,12.5095387055,2.8573456741,2.9416531915,2.7526919656,1.9863448076,2.0,2.7861689155
10 PC33A,12.869713591,11.2477834423,11.5798646343,12.3354530841,9.85896491,9.9803609915,13.5918688783,12.0724285148,11.9927609434,7.1610155191,12.748875143,5.3602024861,10.3653248792,5.460555374,9.4052892036,7.1815660956,10.0589090485,11.2561358799,8.454205362,10.7337072337,6.5466550874,9.4266593343,6.3644161793,5.6598379301,7.0025331539,4.7156741831,7.4318310735,8.5431650226,10.8344462348,10.1113537113,11.4880599851,10.443053282,9.2350771492,10.1894077916,8.5382536698,8.0323097772,7.4043535511,5.2459932597,12.6249177001,7.5771361973,9.325776408,14.2244496045,12.0480037185,6.5870596364,12.9298570096,13.2344539003,9.5290301971,3.465385677,13.603485499,6.6649551074,12.3593372923,10.8463911886,7.5723791434,5.5652558256,7.8471911962,17.2701855645,9.853265939,12.1306821547,8.7779964469,11.265894102,13.4075107719,9.9920771727,7.973568254,10.3440026505,9.8998207669,16.1734270405,14.3584871751,8.1752872098,11.3238699172,5.6002116389,9.6819048903,9.2726749602,8.2788563549,10.9950541804,9.4012689276,10.869152596,14.1897199626,7.7615512324,8.7541450392,5.372228267,5.3698089777,12.3289581934,6.8319063641,15.8306653025,9.4563567322,7.8172900691,13.5319633967,11.9132680859,12.4936225379,8.8460169852,6.9384542301,10.8714618308,11.3318119245,13.2839314848,10.4997186039,8.1388853372,12.9074959541,9.3598550557,9.9299053791,9.6111102779,15.8066903586,10.2725460606,10.5666143098,9.7764330324,8.3415564986,11.8218033671,11.1571342406,16.9700363014,8.4270918084,8.3896205651,14.5409183649,13.1044695631,4.6549189171,15.2547495165,13.9995372651,8.4629739138,11.8102292634,7.3960923775,9.1632652047,10.5390173224,7.0804553846,6.3584463238,8.0609651799,4.8478498734,8.9143637563,7.9945486294,11.2171701921,10.2160331706,8.2502352466,8.1670785232,8.2229981865,9.3238918673,11.7150831533,12.4003566266,9.4523347156,13.5447093728,2.3245754227,11.2098466083,11.9104726614,10.1665987936,11.3285000016,14.4612791838,12.2942381235,12.1573956781,10.9473557291,8.2611321841,8.8953118514,5.1587969316,5.7375234634,8.7054256913,11.9086408606,11.3441107915,11.0021314347,9.6410920607,9.4202957503,8.9766655508,8.0982295959,11.374055072,12.4676499963,11.1305705628,11.9735501265,10.3145295824,11.5839776711,12.6636290307,10.9156595219,8.8943132235,9.9934588613,5.5926392876,13.1033724632,10.2754570993,8.7836416456,10.9927376285,10.1247652164,10.0668288606,12.4077651743,10.7092617037,11.1190915894,11.1222607948,12.097183044,12.412550424,9.7008378519,11.3921567973,12.1576795241,13.04076001,13.011365027,5.4918530963,13.0113568715,10.4780637457,13.0922372913,14.0444430459,10.873049714,9.2664493172,15.8372476938,10.4146144349,16.3496058228,8.7411266926,6.9247749106,17.223288538,4.4861119311,11.6697708885,10.62857528,14.7258739267,12.26555094,12.2888688706,11.1870835058,8.1890304142,14.4486269899,11.2330312973,14.8103679647,13.3660541541,11.9946863156,12.218243072,11.7663186989,9.7434409632,16.2662419237,9.5226879873,13.268853743,15.8074696447,19.5473328568,10.3686447158,10.7678466644,8.65785212,9.6462048913,6.0649430422,12.2186326174,4.4919755061,10.1685666054,8.4868644689,17.350397928,10.1753528714,5.3160790749,10.3466488846,8.1902725718,7.0121759104,6.5297161658,6.0785702742,10.6746281967,6.2673359399,12.3299445103,10.4421148376,9.7516145131,10.2283238599,18.5114333598,9.9365001304,14.6223328995,14.9405288384,12.1859510615,7.3712666792,9.0791411538,14.147917756,9.4895963434,11.4789273356,8.5639112463
10 PC33B,13.477552811,8.9339897751,12.8931183957,12.8784242857,11.0625403008,1.830613872,12.9144164658,9.544819185,11.3503583508,7.1447137067,11.77127769,8.0300538844,10.3126236996,7.3382996239,12.2955601776,9.0846043657,10.7392547051,2.8159588183,8.8397560968,11.3460461733,6.9557677528,8.9672277156,5.9889070442,8.6281290704,6.7070772704,4.6282113418,7.098704772,9.21113205,11.461429368,11.3971081937,9.9407819601,8.4379099787,9.5699022381,9.0384658936,8.547713999,8.9846130351,8.671833862,4.5939165631,13.0008157446,9.0080650694,9.9192004874,12.0789717271,10.9102812563,10.1690133872,12.8363016971,7.9911464267,9.7604797127,6.1378110189,12.8576903698,6.2010080077,12.6112792286,11.2230416699,8.5723791434,9.5348821765,7.188228114,16.8014587138,10.3313132358,12.7173077047,9.9424904845,12.1246457201,12.3401691591,10.7759214593,6.2731285359,9.2762580439,12.2636876509,14.1674609231,12.4835359536,6.4005001502,8.2277291849,7.7222021632,9.414283215,8.8643321135,6.6836980871,11.7720187036,6.8448755791,12.5544602878,13.0119251621,8.3619437737,10.416183763,9.6087208854,10.4303505196,10.3042311075,6.3958072493,15.1694941604,9.3874948741,9.3661833151,12.3452099289,8.825026882,11.5570543151,9.2834222975,7.0685147707,12.2457515412,11.2004027658,12.4896198385,10.5037094641,8.759539545,12.8930880942,9.9817049649,10.6517293974,9.2772095414,15.4629899322,9.8322291528,10.1333890904,9.2191685205,9.531511932,10.5256504813,9.8401049451,16.4878077122,7.3235872326,9.0390317735,14.0494063056,10.7856077712,5.7703961345,16.1093674437,15.6097822366,9.0002396725,12.0960588842,6.1461141245,9.4457654331,10.5192811044,8.1860655726,7.1026074193,8.3744646527,4.7223189914,8.9737966698,8.4886576997,13.4611684384,13.1235101084,7.3096137936,8.9895403377,8.6856251443,9.5061775277,9.3479955729,11.649003202,10.8794911449,10.9493180454,1.5876098285,6.6815405012,12.3554698624,11.8638088372,11.2402165036,14.5117442508,10.6702060581,11.516756201,9.5919529297,7.6628728608,9.8372088969,10.17838766,5.9251504666,8.6224363266,11.6295636123,12.3085411011,11.4159897798,8.3948282357,10.070886919,6.5115428201,8.8041682944,11.4516059252,11.9523152441,10.6555307232,10.6096766817,11.1479054045,10.5656727806,11.7876574966,11.0139036152,9.1519137433,7.2618865259,11.4174071407,11.3616803874,10.8572867105,7.8925760172,12.4908641924,8.9633710725,10.8807918545,13.6404882489,10.9634645425,9.9092645492,9.4478833733,11.6060804091,11.6202898056,10.2330933023,11.5067710415,11.3367355373,11.5493439796,11.9164975868,5.3219280949,12.011758345,10.5391393225,12.768904088,14.9927974404,9.1710477921,10.2864276093,14.5790665261,9.6155271288,16.1922269053,9.7822653874,8.0366677907,15.9043682266,3.4861119311,11.4491486454,10.934077827,13.0056727988,12.0770445128,10.9276925649,12.3010479884,7.1379562296,14.0543790557,12.694588173,14.8564623264,14.4267709158,12.3878935668,11.4102541376,9.7922139205,11.4461749225,15.570734632,9.9547185575,13.0582720251,15.3279708736,19.3930555988,10.9248897076,8.4165414111,8.1618946253,9.7317229625,8.2311353248,11.6696014317,12.8451223316,10.0277742617,10.0037379798,15.7488613935,10.5916001779,6.5998720409,11.2179668654,10.0213956598,6.640207133,6.3895385077,9.3035366392,10.1867643841,7.9082548466,12.6611983975,9.4232558103,9.5151743173,11.1137207383,18.2512948899,10.8771423782,13.6024970949,14.8887534211,10.3725749982,8.6492514265,8.9512482398,11.944410625,9.701693784,8.7202071888,11.3538421034
